,yr_id,full_name,jobs
,2008,Self-Employed,61
,2008,Government,26
,2008,Office Services,66
,2008,Leisure and Hospitality,37
,2008,Education and Healthcare,98
,2008,Professional and Business Services,35
,2008,Finance and Real Estate,56
,2008,Information,75
,2008,"Transporation, Warehousing, and Utilities",89
,2008,Retail Trade,87
,2008,Wholesale Trade,97
,2008,Manufacturing,59
,2008,Construction,28
,2008,Agriculture and Mining,79
,2008,Military,44
,2050,Self-Employed,58
,2050,Government,50
,2050,Office Services,79
,2050,Leisure and Hospitality,37
,2050,Education and Healthcare,58
,2050,Professional and Business Services,89
,2050,Finance and Real Estate,37
,2050,Information,22
,2050,"Transporation, Warehousing, and Utilities",64
,2050,Retail Trade,40
,2050,Wholesale Trade,93
,2050,Manufacturing,31
,2050,Construction,57
,2050,Agriculture and Mining,74
,2050,Military,57
,2045,Self-Employed,21
,2045,Government,31
,2045,Office Services,98
,2045,Leisure and Hospitality,30
,2045,Education and Healthcare,78
,2045,Professional and Business Services,52
,2045,Finance and Real Estate,56
,2045,Information,24
,2045,"Transporation, Warehousing, and Utilities",43
,2045,Retail Trade,56
,2045,Wholesale Trade,47
,2045,Manufacturing,36
,2045,Construction,99
,2045,Agriculture and Mining,53
,2045,Military,29
,2040,Self-Employed,33
,2040,Government,55
,2040,Office Services,58
,2040,Leisure and Hospitality,21
,2040,Education and Healthcare,25
,2040,Professional and Business Services,47
,2040,Finance and Real Estate,49
,2040,Information,42
,2040,"Transporation, Warehousing, and Utilities",58
,2040,Retail Trade,55
,2040,Wholesale Trade,72
,2040,Manufacturing,55
,2040,Construction,42
,2040,Agriculture and Mining,46
,2040,Military,59
,2035,Self-Employed,93
,2035,Government,75
,2035,Office Services,92
,2035,Leisure and Hospitality,64
,2035,Education and Healthcare,69
,2035,Professional and Business Services,29
,2035,Finance and Real Estate,59
,2035,Information,56
,2035,"Transporation, Warehousing, and Utilities",37
,2035,Retail Trade,46
,2035,Wholesale Trade,68
,2035,Manufacturing,87
,2035,Construction,77
,2035,Agriculture and Mining,83
,2035,Military,27
,2030,Self-Employed,43
,2030,Government,77
,2030,Office Services,30
,2030,Leisure and Hospitality,95
,2030,Education and Healthcare,52
,2030,Professional and Business Services,22
,2030,Finance and Real Estate,85
,2030,Information,50
,2030,"Transporation, Warehousing, and Utilities",51
,2030,Retail Trade,66
,2030,Wholesale Trade,51
,2030,Manufacturing,41
,2030,Construction,90
,2030,Agriculture and Mining,37
,2030,Military,50
,2025,Self-Employed,85
,2025,Government,95
,2025,Office Services,72
,2025,Leisure and Hospitality,84
,2025,Education and Healthcare,34
,2025,Professional and Business Services,20
,2025,Finance and Real Estate,62
,2025,Information,49
,2025,"Transporation, Warehousing, and Utilities",54
,2025,Retail Trade,93
,2025,Wholesale Trade,83
,2025,Manufacturing,75
,2025,Construction,61
,2025,Agriculture and Mining,95
,2025,Military,32
,2020,Self-Employed,83
,2020,Government,25
,2020,Office Services,24
,2020,Leisure and Hospitality,92
,2020,Education and Healthcare,85
,2020,Professional and Business Services,48
,2020,Finance and Real Estate,98
,2020,Information,99
,2020,"Transporation, Warehousing, and Utilities",28
,2020,Retail Trade,27
,2020,Wholesale Trade,30
,2020,Manufacturing,73
,2020,Construction,26
,2020,Agriculture and Mining,76
,2020,Military,88
,2015,Self-Employed,92
,2015,Government,35
,2015,Office Services,58
,2015,Leisure and Hospitality,22
,2015,Education and Healthcare,96
,2015,Professional and Business Services,41
,2015,Finance and Real Estate,62
,2015,Information,66
,2015,"Transporation, Warehousing, and Utilities",40
,2015,Retail Trade,70
,2015,Wholesale Trade,60
,2015,Manufacturing,87
,2015,Construction,76
,2015,Agriculture and Mining,43
,2015,Military,68
,2008,Self-Employed,82
,2008,Government,34
,2008,Office Services,33
,2008,Leisure and Hospitality,75
,2008,Education and Healthcare,50
,2008,Professional and Business Services,75
,2008,Finance and Real Estate,71
,2008,Information,24
,2008,"Transporation, Warehousing, and Utilities",32
,2008,Retail Trade,49
,2008,Wholesale Trade,68
,2008,Manufacturing,84
,2008,Construction,49
,2008,Agriculture and Mining,99
,2008,Military,39
,2050,Self-Employed,61
,2050,Government,21
,2050,Office Services,72
,2050,Leisure and Hospitality,62
,2050,Education and Healthcare,77
,2050,Professional and Business Services,94
,2050,Finance and Real Estate,50
,2050,Information,20
,2050,"Transporation, Warehousing, and Utilities",28
,2050,Retail Trade,56
,2050,Wholesale Trade,73
,2050,Manufacturing,73
,2050,Construction,89
,2050,Agriculture and Mining,83
,2050,Military,28
,2045,Self-Employed,75
,2045,Government,96
,2045,Office Services,100
,2045,Leisure and Hospitality,73
,2045,Education and Healthcare,64
,2045,Professional and Business Services,56
,2045,Finance and Real Estate,47
,2045,Information,69
,2045,"Transporation, Warehousing, and Utilities",84
,2045,Retail Trade,33
,2045,Wholesale Trade,97
,2045,Manufacturing,38
,2045,Construction,71
,2045,Agriculture and Mining,94
,2045,Military,72
,2040,Self-Employed,59
,2040,Government,60
,2040,Office Services,43
,2040,Leisure and Hospitality,71
,2040,Education and Healthcare,80
,2040,Professional and Business Services,95
,2040,Finance and Real Estate,32
,2040,Information,60
,2040,"Transporation, Warehousing, and Utilities",50
,2040,Retail Trade,83
,2040,Wholesale Trade,100
,2040,Manufacturing,36
,2040,Construction,94
,2040,Agriculture and Mining,26
,2040,Military,40
,2035,Self-Employed,97
,2035,Government,90
,2035,Office Services,75
,2035,Leisure and Hospitality,64
,2035,Education and Healthcare,37
,2035,Professional and Business Services,82
,2035,Finance and Real Estate,31
,2035,Information,44
,2035,"Transporation, Warehousing, and Utilities",77
,2035,Retail Trade,35
,2035,Wholesale Trade,37
,2035,Manufacturing,89
,2035,Construction,75
,2035,Agriculture and Mining,54
,2035,Military,80
,2030,Self-Employed,50
,2030,Government,45
,2030,Office Services,33
,2030,Leisure and Hospitality,87
,2030,Education and Healthcare,84
,2030,Professional and Business Services,66
,2030,Finance and Real Estate,24
,2030,Information,28
,2030,"Transporation, Warehousing, and Utilities",25
,2030,Retail Trade,20
,2030,Wholesale Trade,95
,2030,Manufacturing,38
,2030,Construction,49
,2030,Agriculture and Mining,73
,2030,Military,49
,2025,Self-Employed,51
,2025,Government,25
,2025,Office Services,75
,2025,Leisure and Hospitality,66
,2025,Education and Healthcare,95
,2025,Professional and Business Services,58
,2025,Finance and Real Estate,31
,2025,Information,77
,2025,"Transporation, Warehousing, and Utilities",100
,2025,Retail Trade,96
,2025,Wholesale Trade,58
,2025,Manufacturing,90
,2025,Construction,97
,2025,Agriculture and Mining,78
,2025,Military,33
,2020,Self-Employed,51
,2020,Government,56
,2020,Office Services,24
,2020,Leisure and Hospitality,78
,2020,Education and Healthcare,82
,2020,Professional and Business Services,28
,2020,Finance and Real Estate,43
,2020,Information,67
,2020,"Transporation, Warehousing, and Utilities",27
,2020,Retail Trade,34
,2020,Wholesale Trade,68
,2020,Manufacturing,43
,2020,Construction,77
,2020,Agriculture and Mining,24
,2020,Military,57
,2015,Self-Employed,25
,2015,Government,31
,2015,Office Services,20
,2015,Leisure and Hospitality,86
,2015,Education and Healthcare,61
,2015,Professional and Business Services,21
,2015,Finance and Real Estate,26
,2015,Information,78
,2015,"Transporation, Warehousing, and Utilities",81
,2015,Retail Trade,42
,2015,Wholesale Trade,97
,2015,Manufacturing,53
,2015,Construction,85
,2015,Agriculture and Mining,89
,2015,Military,97
,2008,Self-Employed,98
,2008,Government,29
,2008,Office Services,24
,2008,Leisure and Hospitality,22
,2008,Education and Healthcare,54
,2008,Professional and Business Services,79
,2008,Finance and Real Estate,71
,2008,Information,93
,2008,"Transporation, Warehousing, and Utilities",93
,2008,Retail Trade,34
,2008,Wholesale Trade,37
,2008,Manufacturing,62
,2008,Construction,90
,2008,Agriculture and Mining,34
,2008,Military,56
,2050,Self-Employed,52
,2050,Government,88
,2050,Office Services,92
,2050,Leisure and Hospitality,94
,2050,Education and Healthcare,85
,2050,Professional and Business Services,31
,2050,Finance and Real Estate,27
,2050,Information,46
,2050,"Transporation, Warehousing, and Utilities",66
,2050,Retail Trade,94
,2050,Wholesale Trade,34
,2050,Manufacturing,94
,2050,Construction,76
,2050,Agriculture and Mining,74
,2050,Military,41
,2045,Self-Employed,82
,2045,Government,30
,2045,Office Services,47
,2045,Leisure and Hospitality,47
,2045,Education and Healthcare,43
,2045,Professional and Business Services,85
,2045,Finance and Real Estate,77
,2045,Information,22
,2045,"Transporation, Warehousing, and Utilities",37
,2045,Retail Trade,66
,2045,Wholesale Trade,82
,2045,Manufacturing,75
,2045,Construction,50
,2045,Agriculture and Mining,80
,2045,Military,45
,2040,Self-Employed,55
,2040,Government,20
,2040,Office Services,78
,2040,Leisure and Hospitality,60
,2040,Education and Healthcare,82
,2040,Professional and Business Services,60
,2040,Finance and Real Estate,96
,2040,Information,21
,2040,"Transporation, Warehousing, and Utilities",36
,2040,Retail Trade,90
,2040,Wholesale Trade,48
,2040,Manufacturing,72
,2040,Construction,51
,2040,Agriculture and Mining,20
,2040,Military,74
,2035,Self-Employed,23
,2035,Government,27
,2035,Office Services,20
,2035,Leisure and Hospitality,24
,2035,Education and Healthcare,91
,2035,Professional and Business Services,95
,2035,Finance and Real Estate,75
,2035,Information,55
,2035,"Transporation, Warehousing, and Utilities",46
,2035,Retail Trade,83
,2035,Wholesale Trade,28
,2035,Manufacturing,86
,2035,Construction,81
,2035,Agriculture and Mining,34
,2035,Military,54
,2030,Self-Employed,51
,2030,Government,56
,2030,Office Services,93
,2030,Leisure and Hospitality,28
,2030,Education and Healthcare,73
,2030,Professional and Business Services,36
,2030,Finance and Real Estate,89
,2030,Information,93
,2030,"Transporation, Warehousing, and Utilities",46
,2030,Retail Trade,89
,2030,Wholesale Trade,83
,2030,Manufacturing,39
,2030,Construction,37
,2030,Agriculture and Mining,73
,2030,Military,56
,2025,Self-Employed,96
,2025,Government,41
,2025,Office Services,51
,2025,Leisure and Hospitality,65
,2025,Education and Healthcare,49
,2025,Professional and Business Services,23
,2025,Finance and Real Estate,85
,2025,Information,38
,2025,"Transporation, Warehousing, and Utilities",78
,2025,Retail Trade,23
,2025,Wholesale Trade,45
,2025,Manufacturing,94
,2025,Construction,52
,2025,Agriculture and Mining,28
,2025,Military,47
,2020,Self-Employed,87
,2020,Government,23
,2020,Office Services,86
,2020,Leisure and Hospitality,27
,2020,Education and Healthcare,86
,2020,Professional and Business Services,78
,2020,Finance and Real Estate,81
,2020,Information,89
,2020,"Transporation, Warehousing, and Utilities",81
,2020,Retail Trade,91
,2020,Wholesale Trade,63
,2020,Manufacturing,59
,2020,Construction,22
,2020,Agriculture and Mining,93
,2020,Military,26
,2015,Self-Employed,41
,2015,Government,42
,2015,Office Services,44
,2015,Leisure and Hospitality,90
,2015,Education and Healthcare,41
,2015,Professional and Business Services,97
,2015,Finance and Real Estate,51
,2015,Information,90
,2015,"Transporation, Warehousing, and Utilities",87
,2015,Retail Trade,43
,2015,Wholesale Trade,77
,2015,Manufacturing,64
,2015,Construction,81
,2015,Agriculture and Mining,64
,2015,Military,32
,2008,Self-Employed,96
,2008,Government,26
,2008,Office Services,93
,2008,Leisure and Hospitality,39
,2008,Education and Healthcare,73
,2008,Professional and Business Services,86
,2008,Finance and Real Estate,53
,2008,Information,63
,2008,"Transporation, Warehousing, and Utilities",58
,2008,Retail Trade,84
,2008,Wholesale Trade,85
,2008,Manufacturing,60
,2008,Construction,79
,2008,Agriculture and Mining,90
,2008,Military,37
,2050,Self-Employed,70
,2050,Government,90
,2050,Office Services,26
,2050,Leisure and Hospitality,95
,2050,Education and Healthcare,41
,2050,Professional and Business Services,22
,2050,Finance and Real Estate,67
,2050,Information,50
,2050,"Transporation, Warehousing, and Utilities",87
,2050,Retail Trade,71
,2050,Wholesale Trade,39
,2050,Manufacturing,32
,2050,Construction,75
,2050,Agriculture and Mining,63
,2050,Military,29
,2045,Self-Employed,69
,2045,Government,26
,2045,Office Services,83
,2045,Leisure and Hospitality,94
,2045,Education and Healthcare,26
,2045,Professional and Business Services,89
,2045,Finance and Real Estate,72
,2045,Information,92
,2045,"Transporation, Warehousing, and Utilities",33
,2045,Retail Trade,86
,2045,Wholesale Trade,74
,2045,Manufacturing,48
,2045,Construction,96
,2045,Agriculture and Mining,75
,2045,Military,37
,2040,Self-Employed,99
,2040,Government,32
,2040,Office Services,61
,2040,Leisure and Hospitality,70
,2040,Education and Healthcare,49
,2040,Professional and Business Services,29
,2040,Finance and Real Estate,83
,2040,Information,50
,2040,"Transporation, Warehousing, and Utilities",75
,2040,Retail Trade,92
,2040,Wholesale Trade,85
,2040,Manufacturing,89
,2040,Construction,24
,2040,Agriculture and Mining,76
,2040,Military,49
,2035,Self-Employed,88
,2035,Government,41
,2035,Office Services,84
,2035,Leisure and Hospitality,90
,2035,Education and Healthcare,47
,2035,Professional and Business Services,67
,2035,Finance and Real Estate,98
,2035,Information,59
,2035,"Transporation, Warehousing, and Utilities",45
,2035,Retail Trade,20
,2035,Wholesale Trade,25
,2035,Manufacturing,31
,2035,Construction,39
,2035,Agriculture and Mining,53
,2035,Military,81
,2030,Self-Employed,65
,2030,Government,31
,2030,Office Services,28
,2030,Leisure and Hospitality,71
,2030,Education and Healthcare,85
,2030,Professional and Business Services,21
,2030,Finance and Real Estate,56
,2030,Information,30
,2030,"Transporation, Warehousing, and Utilities",41
,2030,Retail Trade,46
,2030,Wholesale Trade,29
,2030,Manufacturing,51
,2030,Construction,85
,2030,Agriculture and Mining,98
,2030,Military,35
,2025,Self-Employed,28
,2025,Government,99
,2025,Office Services,41
,2025,Leisure and Hospitality,50
,2025,Education and Healthcare,55
,2025,Professional and Business Services,96
,2025,Finance and Real Estate,72
,2025,Information,33
,2025,"Transporation, Warehousing, and Utilities",42
,2025,Retail Trade,49
,2025,Wholesale Trade,63
,2025,Manufacturing,43
,2025,Construction,57
,2025,Agriculture and Mining,45
,2025,Military,49
,2020,Self-Employed,28
,2020,Government,27
,2020,Office Services,20
,2020,Leisure and Hospitality,43
,2020,Education and Healthcare,65
,2020,Professional and Business Services,80
,2020,Finance and Real Estate,93
,2020,Information,30
,2020,"Transporation, Warehousing, and Utilities",68
,2020,Retail Trade,20
,2020,Wholesale Trade,77
,2020,Manufacturing,24
,2020,Construction,97
,2020,Agriculture and Mining,41
,2020,Military,27
,2015,Self-Employed,28
,2015,Government,64
,2015,Office Services,26
,2015,Leisure and Hospitality,99
,2015,Education and Healthcare,96
,2015,Professional and Business Services,85
,2015,Finance and Real Estate,65
,2015,Information,87
,2015,"Transporation, Warehousing, and Utilities",33
,2015,Retail Trade,84
,2015,Wholesale Trade,65
,2015,Manufacturing,51
,2015,Construction,49
,2015,Agriculture and Mining,67
,2015,Military,44
,2008,Self-Employed,75
,2008,Government,32
,2008,Office Services,89
,2008,Leisure and Hospitality,34
,2008,Education and Healthcare,45
,2008,Professional and Business Services,36
,2008,Finance and Real Estate,52
,2008,Information,33
,2008,"Transporation, Warehousing, and Utilities",68
,2008,Retail Trade,39
,2008,Wholesale Trade,94
,2008,Manufacturing,50
,2008,Construction,65
,2008,Agriculture and Mining,27
,2008,Military,93
,2050,Self-Employed,30
,2050,Government,91
,2050,Office Services,69
,2050,Leisure and Hospitality,92
,2050,Education and Healthcare,43
,2050,Professional and Business Services,22
,2050,Finance and Real Estate,31
,2050,Information,46
,2050,"Transporation, Warehousing, and Utilities",42
,2050,Retail Trade,58
,2050,Wholesale Trade,21
,2050,Manufacturing,84
,2050,Construction,52
,2050,Agriculture and Mining,57
,2050,Military,38
,2045,Self-Employed,64
,2045,Government,63
,2045,Office Services,42
,2045,Leisure and Hospitality,32
,2045,Education and Healthcare,99
,2045,Professional and Business Services,100
,2045,Finance and Real Estate,54
,2045,Information,40
,2045,"Transporation, Warehousing, and Utilities",53
,2045,Retail Trade,21
,2045,Wholesale Trade,76
,2045,Manufacturing,52
,2045,Construction,45
,2045,Agriculture and Mining,53
,2045,Military,38
,2040,Self-Employed,94
,2040,Government,52
,2040,Office Services,28
,2040,Leisure and Hospitality,27
,2040,Education and Healthcare,38
,2040,Professional and Business Services,77
,2040,Finance and Real Estate,54
,2040,Information,30
,2040,"Transporation, Warehousing, and Utilities",78
,2040,Retail Trade,96
,2040,Wholesale Trade,78
,2040,Manufacturing,28
,2040,Construction,26
,2040,Agriculture and Mining,62
,2040,Military,47
,2035,Self-Employed,81
,2035,Government,59
,2035,Office Services,24
,2035,Leisure and Hospitality,50
,2035,Education and Healthcare,42
,2035,Professional and Business Services,69
,2035,Finance and Real Estate,30
,2035,Information,80
,2035,"Transporation, Warehousing, and Utilities",86
,2035,Retail Trade,63
,2035,Wholesale Trade,32
,2035,Manufacturing,94
,2035,Construction,99
,2035,Agriculture and Mining,45
,2035,Military,99
,2030,Self-Employed,21
,2030,Government,52
,2030,Office Services,65
,2030,Leisure and Hospitality,71
,2030,Education and Healthcare,44
,2030,Professional and Business Services,26
,2030,Finance and Real Estate,54
,2030,Information,92
,2030,"Transporation, Warehousing, and Utilities",43
,2030,Retail Trade,39
,2030,Wholesale Trade,80
,2030,Manufacturing,61
,2030,Construction,77
,2030,Agriculture and Mining,53
,2030,Military,72
,2025,Self-Employed,45
,2025,Government,75
,2025,Office Services,23
,2025,Leisure and Hospitality,83
,2025,Education and Healthcare,37
,2025,Professional and Business Services,50
,2025,Finance and Real Estate,28
,2025,Information,53
,2025,"Transporation, Warehousing, and Utilities",78
,2025,Retail Trade,79
,2025,Wholesale Trade,66
,2025,Manufacturing,47
,2025,Construction,93
,2025,Agriculture and Mining,32
,2025,Military,29
,2020,Self-Employed,50
,2020,Government,99
,2020,Office Services,90
,2020,Leisure and Hospitality,43
,2020,Education and Healthcare,28
,2020,Professional and Business Services,100
,2020,Finance and Real Estate,94
,2020,Information,75
,2020,"Transporation, Warehousing, and Utilities",55
,2020,Retail Trade,50
,2020,Wholesale Trade,69
,2020,Manufacturing,32
,2020,Construction,73
,2020,Agriculture and Mining,87
,2020,Military,30
,2015,Self-Employed,59
,2015,Government,49
,2015,Office Services,72
,2015,Leisure and Hospitality,82
,2015,Education and Healthcare,86
,2015,Professional and Business Services,41
,2015,Finance and Real Estate,96
,2015,Information,32
,2015,"Transporation, Warehousing, and Utilities",53
,2015,Retail Trade,27
,2015,Wholesale Trade,81
,2015,Manufacturing,77
,2015,Construction,46
,2015,Agriculture and Mining,55
,2015,Military,65
,2008,Self-Employed,42
,2008,Government,88
,2008,Office Services,24
,2008,Leisure and Hospitality,89
,2008,Education and Healthcare,33
,2008,Professional and Business Services,71
,2008,Finance and Real Estate,27
,2008,Information,78
,2008,"Transporation, Warehousing, and Utilities",46
,2008,Retail Trade,100
,2008,Wholesale Trade,55
,2008,Manufacturing,44
,2008,Construction,43
,2008,Agriculture and Mining,26
,2008,Military,37
,2050,Self-Employed,100
,2050,Government,63
,2050,Office Services,92
,2050,Leisure and Hospitality,86
,2050,Education and Healthcare,86
,2050,Professional and Business Services,64
,2050,Finance and Real Estate,59
,2050,Information,56
,2050,"Transporation, Warehousing, and Utilities",54
,2050,Retail Trade,75
,2050,Wholesale Trade,62
,2050,Manufacturing,40
,2050,Construction,98
,2050,Agriculture and Mining,70
,2050,Military,78
,2045,Self-Employed,28
,2045,Government,95
,2045,Office Services,81
,2045,Leisure and Hospitality,82
,2045,Education and Healthcare,41
,2045,Professional and Business Services,92
,2045,Finance and Real Estate,74
,2045,Information,40
,2045,"Transporation, Warehousing, and Utilities",29
,2045,Retail Trade,29
,2045,Wholesale Trade,43
,2045,Manufacturing,75
,2045,Construction,86
,2045,Agriculture and Mining,44
,2045,Military,57
,2040,Self-Employed,60
,2040,Government,90
,2040,Office Services,25
,2040,Leisure and Hospitality,52
,2040,Education and Healthcare,47
,2040,Professional and Business Services,82
,2040,Finance and Real Estate,90
,2040,Information,56
,2040,"Transporation, Warehousing, and Utilities",44
,2040,Retail Trade,98
,2040,Wholesale Trade,99
,2040,Manufacturing,78
,2040,Construction,64
,2040,Agriculture and Mining,29
,2040,Military,75
,2035,Self-Employed,26
,2035,Government,28
,2035,Office Services,38
,2035,Leisure and Hospitality,28
,2035,Education and Healthcare,85
,2035,Professional and Business Services,54
,2035,Finance and Real Estate,96
,2035,Information,96
,2035,"Transporation, Warehousing, and Utilities",66
,2035,Retail Trade,45
,2035,Wholesale Trade,32
,2035,Manufacturing,40
,2035,Construction,50
,2035,Agriculture and Mining,83
,2035,Military,48
,2030,Self-Employed,23
,2030,Government,33
,2030,Office Services,54
,2030,Leisure and Hospitality,93
,2030,Education and Healthcare,72
,2030,Professional and Business Services,74
,2030,Finance and Real Estate,96
,2030,Information,55
,2030,"Transporation, Warehousing, and Utilities",99
,2030,Retail Trade,95
,2030,Wholesale Trade,48
,2030,Manufacturing,60
,2030,Construction,26
,2030,Agriculture and Mining,73
,2030,Military,69
,2025,Self-Employed,99
,2025,Government,91
,2025,Office Services,69
,2025,Leisure and Hospitality,82
,2025,Education and Healthcare,28
,2025,Professional and Business Services,44
,2025,Finance and Real Estate,41
,2025,Information,82
,2025,"Transporation, Warehousing, and Utilities",81
,2025,Retail Trade,32
,2025,Wholesale Trade,93
,2025,Manufacturing,92
,2025,Construction,84
,2025,Agriculture and Mining,42
,2025,Military,50
,2020,Self-Employed,59
,2020,Government,53
,2020,Office Services,49
,2020,Leisure and Hospitality,81
,2020,Education and Healthcare,61
,2020,Professional and Business Services,40
,2020,Finance and Real Estate,68
,2020,Information,60
,2020,"Transporation, Warehousing, and Utilities",50
,2020,Retail Trade,24
,2020,Wholesale Trade,28
,2020,Manufacturing,70
,2020,Construction,68
,2020,Agriculture and Mining,58
,2020,Military,51
,2015,Self-Employed,63
,2015,Government,64
,2015,Office Services,33
,2015,Leisure and Hospitality,44
,2015,Education and Healthcare,55
,2015,Professional and Business Services,100
,2015,Finance and Real Estate,25
,2015,Information,52
,2015,"Transporation, Warehousing, and Utilities",39
,2015,Retail Trade,69
,2015,Wholesale Trade,47
,2015,Manufacturing,90
,2015,Construction,94
,2015,Agriculture and Mining,26
,2015,Military,79
,2008,Self-Employed,82
,2008,Government,62
,2008,Office Services,61
,2008,Leisure and Hospitality,75
,2008,Education and Healthcare,26
,2008,Professional and Business Services,65
,2008,Finance and Real Estate,95
,2008,Information,53
,2008,"Transporation, Warehousing, and Utilities",51
,2008,Retail Trade,62
,2008,Wholesale Trade,28
,2008,Manufacturing,73
,2008,Construction,82
,2008,Agriculture and Mining,43
,2008,Military,87
,2050,Self-Employed,97
,2050,Government,79
,2050,Office Services,28
,2050,Leisure and Hospitality,29
,2050,Education and Healthcare,30
,2050,Professional and Business Services,74
,2050,Finance and Real Estate,46
,2050,Information,75
,2050,"Transporation, Warehousing, and Utilities",96
,2050,Retail Trade,66
,2050,Wholesale Trade,95
,2050,Manufacturing,99
,2050,Construction,57
,2050,Agriculture and Mining,22
,2050,Military,95
,2045,Self-Employed,89
,2045,Government,85
,2045,Office Services,87
,2045,Leisure and Hospitality,55
,2045,Education and Healthcare,67
,2045,Professional and Business Services,26
,2045,Finance and Real Estate,68
,2045,Information,43
,2045,"Transporation, Warehousing, and Utilities",43
,2045,Retail Trade,56
,2045,Wholesale Trade,93
,2045,Manufacturing,80
,2045,Construction,27
,2045,Agriculture and Mining,88
,2045,Military,69
,2040,Self-Employed,72
,2040,Government,51
,2040,Office Services,51
,2040,Leisure and Hospitality,91
,2040,Education and Healthcare,23
,2040,Professional and Business Services,38
,2040,Finance and Real Estate,35
,2040,Information,32
,2040,"Transporation, Warehousing, and Utilities",35
,2040,Retail Trade,32
,2040,Wholesale Trade,51
,2040,Manufacturing,39
,2040,Construction,34
,2040,Agriculture and Mining,44
,2040,Military,63
,2035,Self-Employed,39
,2035,Government,55
,2035,Office Services,41
,2035,Leisure and Hospitality,57
,2035,Education and Healthcare,38
,2035,Professional and Business Services,60
,2035,Finance and Real Estate,47
,2035,Information,64
,2035,"Transporation, Warehousing, and Utilities",54
,2035,Retail Trade,34
,2035,Wholesale Trade,56
,2035,Manufacturing,38
,2035,Construction,62
,2035,Agriculture and Mining,96
,2035,Military,85
,2030,Self-Employed,97
,2030,Government,46
,2030,Office Services,35
,2030,Leisure and Hospitality,55
,2030,Education and Healthcare,72
,2030,Professional and Business Services,88
,2030,Finance and Real Estate,95
,2030,Information,86
,2030,"Transporation, Warehousing, and Utilities",72
,2030,Retail Trade,98
,2030,Wholesale Trade,22
,2030,Manufacturing,67
,2030,Construction,69
,2030,Agriculture and Mining,73
,2030,Military,78
,2025,Self-Employed,29
,2025,Government,100
,2025,Office Services,71
,2025,Leisure and Hospitality,36
,2025,Education and Healthcare,53
,2025,Professional and Business Services,28
,2025,Finance and Real Estate,74
,2025,Information,31
,2025,"Transporation, Warehousing, and Utilities",30
,2025,Retail Trade,40
,2025,Wholesale Trade,40
,2025,Manufacturing,86
,2025,Construction,81
,2025,Agriculture and Mining,46
,2025,Military,55
,2020,Self-Employed,55
,2020,Government,27
,2020,Office Services,95
,2020,Leisure and Hospitality,85
,2020,Education and Healthcare,80
,2020,Professional and Business Services,50
,2020,Finance and Real Estate,65
,2020,Information,96
,2020,"Transporation, Warehousing, and Utilities",72
,2020,Retail Trade,97
,2020,Wholesale Trade,95
,2020,Manufacturing,76
,2020,Construction,52
,2020,Agriculture and Mining,53
,2020,Military,100
,2015,Self-Employed,52
,2015,Government,44
,2015,Office Services,85
,2015,Leisure and Hospitality,33
,2015,Education and Healthcare,49
,2015,Professional and Business Services,84
,2015,Finance and Real Estate,76
,2015,Information,73
,2015,"Transporation, Warehousing, and Utilities",67
,2015,Retail Trade,26
,2015,Wholesale Trade,76
,2015,Manufacturing,42
,2015,Construction,76
,2015,Agriculture and Mining,57
,2015,Military,26
,2008,Self-Employed,21
,2008,Government,31
,2008,Office Services,88
,2008,Leisure and Hospitality,26
,2008,Education and Healthcare,57
,2008,Professional and Business Services,89
,2008,Finance and Real Estate,50
,2008,Information,91
,2008,"Transporation, Warehousing, and Utilities",65
,2008,Retail Trade,47
,2008,Wholesale Trade,94
,2008,Manufacturing,94
,2008,Construction,71
,2008,Agriculture and Mining,80
,2008,Military,30
,2050,Self-Employed,77
,2050,Government,36
,2050,Office Services,91
,2050,Leisure and Hospitality,22
,2050,Education and Healthcare,89
,2050,Professional and Business Services,61
,2050,Finance and Real Estate,27
,2050,Information,78
,2050,"Transporation, Warehousing, and Utilities",53
,2050,Retail Trade,96
,2050,Wholesale Trade,35
,2050,Manufacturing,94
,2050,Construction,46
,2050,Agriculture and Mining,33
,2050,Military,98
,2045,Self-Employed,35
,2045,Government,55
,2045,Office Services,35
,2045,Leisure and Hospitality,64
,2045,Education and Healthcare,65
,2045,Professional and Business Services,41
,2045,Finance and Real Estate,47
,2045,Information,83
,2045,"Transporation, Warehousing, and Utilities",44
,2045,Retail Trade,38
,2045,Wholesale Trade,44
,2045,Manufacturing,58
,2045,Construction,39
,2045,Agriculture and Mining,62
,2045,Military,37
,2040,Self-Employed,99
,2040,Government,86
,2040,Office Services,46
,2040,Leisure and Hospitality,54
,2040,Education and Healthcare,21
,2040,Professional and Business Services,77
,2040,Finance and Real Estate,67
,2040,Information,29
,2040,"Transporation, Warehousing, and Utilities",74
,2040,Retail Trade,60
,2040,Wholesale Trade,21
,2040,Manufacturing,89
,2040,Construction,35
,2040,Agriculture and Mining,73
,2040,Military,75
,2035,Self-Employed,93
,2035,Government,98
,2035,Office Services,32
,2035,Leisure and Hospitality,37
,2035,Education and Healthcare,76
,2035,Professional and Business Services,71
,2035,Finance and Real Estate,99
,2035,Information,81
,2035,"Transporation, Warehousing, and Utilities",56
,2035,Retail Trade,57
,2035,Wholesale Trade,83
,2035,Manufacturing,81
,2035,Construction,36
,2035,Agriculture and Mining,68
,2035,Military,21
,2030,Self-Employed,90
,2030,Government,64
,2030,Office Services,36
